Protein1	Protein1_Accession	Domain1_Name	Domain1_Accession	Protein2	Protein2_Accession	Domain2_Name	Domain2_Accession	Count
cdc24	P11433	Dbl homology (DH) domain	IPR000219	cdc24	P11433	Dbl homology (DH) domain	IPR000219	5
cdc24	P11433	other	None	cdc24	P11433	Dbl homology (DH) domain	IPR000219	6
cdc24	P11433	Pleckstrin homology domain	IPR001849	cdc24	P11433	Dbl homology (DH) domain	IPR000219	3
cdc24	P11433	PB1 domain	IPR000270	cdc24	P11433	Dbl homology (DH) domain	IPR000219	8
cdc24	P11433	PB1 domain	IPR000270	cdc24	P11433	Calponin homology domain	IPR001715	3
cdc24	P11433	other	None	cdc42	P19073	Small GTP-binding domain	IPR005225	23
cdc24	P11433	Dbl homology (DH) domain	IPR000219	cdc42	P19073	Small GTP-binding domain	IPR005225	53
cdc24	P11433	other	None	cdc42	P19073	other	None	4
cdc24	P11433	Pleckstrin homology domain	IPR001849	cdc42	P19073	Small GTP-binding domain	IPR005225	7
cdc24	P11433	Calponin homology domain	IPR001715	rga2	Q06407	other	None	1
cdc24	P11433	PB1 domain	IPR000270	rga2	Q06407	other	None	7
cdc24	P11433	Dbl homology (DH) domain	IPR000219	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	7
cdc24	P11433	Pleckstrin homology domain	IPR001849	rga2	Q06407	other	None	19
cdc24	P11433	other	None	rga2	Q06407	other	None	6
cdc24	P11433	Calponin homology domain	IPR001715	ste5	P32917	other	None	4
cdc24	P11433	Dbl homology (DH) domain	IPR000219	ste5	P32917	other	None	3
cdc24	P11433	Calponin homology domain	IPR001715	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	16
cdc28	P00546	Protein kinase domain	IPR000719	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	31
cdc28	P00546	Protein kinase domain	IPR000719	axl2	P38928	other	None	16
cdc28	P00546	Protein kinase domain	IPR000719	bem1	P29366	Phox homology	IPR001683	15
cdc28	P00546	Protein kinase domain	IPR000719	bem1	P29366	SH3 domain	IPR001452	8
cdc28	P00546	Protein kinase domain	IPR000719	bem1	P29366	PB1 domain	IPR000270	2
cdc28	P00546	Protein kinase domain	IPR000719	bud1	P13856	Small GTP-binding domain	IPR005225	6
cdc28	P00546	other	None	bud1	P13856	Small GTP-binding domain	IPR005225	1
cdc28	P00546	Protein kinase domain	IPR000719	cdc24	P11433	Dbl homology (DH) domain	IPR000219	15
cdc28	P00546	Protein kinase domain	IPR000719	cdc24	P11433	Pleckstrin homology domain	IPR001849	10
cdc28	P00546	Protein kinase domain	IPR000719	cdc24	P11433	PB1 domain	IPR000270	12
cdc28	P00546	other	None	cdc24	P11433	other	None	1
cdc28	P00546	Protein kinase domain	IPR000719	cdc28	P00546	Protein kinase domain	IPR000719	47
cdc28	P00546	Protein kinase domain	IPR000719	rax1	Q08760	RGS domain	IPR016137	7
cdc28	P00546	Protein kinase domain	IPR000719	rga2	Q06407	Zinc finger, LIM-type	IPR001781	7
cdc28	P00546	Protein kinase domain	IPR000719	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	13
cdc28	P00546	Protein kinase domain	IPR000719	rga2	Q06407	other	None	4
cdc28	P00546	Protein kinase domain	IPR000719	ste5	P32917	other	None	22
cdc42	P19073	Small GTP-binding domain	IPR005225	arp2	P32381	Actin family	IPR004000	14
cdc42	P19073	Small GTP-binding domain	IPR005225	arp3	P47117	Actin family	IPR004000	17
cdc42	P19073	Small GTP-binding domain	IPR005225	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	11
cdc42	P19073	Small GTP-binding domain	IPR005225	axl2	P38928	other	None	18
cdc42	P19073	other	None	axl2	P38928	other	None	6
cdc42	P19073	other	None	bem1	P29366	other	None	14
cdc42	P19073	Small GTP-binding domain	IPR005225	bem1	P29366	other	None	30
cdc42	P19073	Small GTP-binding domain	IPR005225	bem1	P29366	SH3 domain	IPR001452	24
cdc42	P19073	other	None	bem3	P32873	other	None	5
cdc42	P19073	Small GTP-binding domain	IPR005225	bem3	P32873	other	None	5
cdc42	P19073	Small GTP-binding domain	IPR005225	bem3	P32873	Pleckstrin homology domain	IPR001849	1
cdc42	P19073	Small GTP-binding domain	IPR005225	bem3	P32873	Rho GTPase-activating protein domain	IPR000198	31
cdc42	P19073	Small GTP-binding domain	IPR005225	bni1	P41832	Formin, FH2 domain	IPR015425	8
cdc42	P19073	Small GTP-binding domain	IPR005225	bni1	P41832	Formin, FH3 domain	IPR010472	7
cdc42	P19073	Small GTP-binding domain	IPR005225	bni1	P41832	Formin, GTPase-binding domain	IPR010473	48
cdc42	P19073	other	None	bni1	P41832	Formin, FH2 domain	IPR015425	4
cdc42	P19073	Small GTP-binding domain	IPR005225	bud1	P13856	Small GTP-binding domain	IPR005225	9
cdc42	P19073	Small GTP-binding domain	IPR005225	cdc28	P00546	Protein kinase domain	IPR000719	24
cdc42	P19073	Small GTP-binding domain	IPR005225	cdc42	P19073	Small GTP-binding domain	IPR005225	26
cdc42	P19073	Small GTP-binding domain	IPR005225	cla4	P48562	CRIB domain	IPR000095	38
cdc42	P19073	other	None	cla4	P48562	Pleckstrin homology domain	IPR001849	2
cdc42	P19073	other	None	cla4	P48562	CRIB domain	IPR000095	5
cdc42	P19073	other	None	cla4	P48562	other	None	2
cdc42	P19073	Small GTP-binding domain	IPR005225	cla4	P48562	other	None	3
cdc42	P19073	Small GTP-binding domain	IPR005225	cla4	P48562	Protein kinase domain	IPR000719	2
cdc42	P19073	Small GTP-binding domain	IPR005225	nrp1	P32770	RNA recognition motif domain	IPR000504	3
cdc42	P19073	Small GTP-binding domain	IPR005225	nrp1	P32770	other	None	11
cdc42	P19073	Small GTP-binding domain	IPR005225	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	14
cdc42	P19073	other	None	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	11
cdc42	P19073	other	None	nrp1	P32770	other	None	3
cdc42	P19073	Small GTP-binding domain	IPR005225	rax1	Q08760	RGS domain	IPR016137	6
cdc42	P19073	Small GTP-binding domain	IPR005225	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	43
cdc42	P19073	Small GTP-binding domain	IPR005225	rga2	Q06407	Zinc finger, LIM-type	IPR001781	19
cdc42	P19073	other	None	rga2	Q06407	Zinc finger, LIM-type	IPR001781	17
cdc42	P19073	Small GTP-binding domain	IPR005225	rga2	Q06407	other	None	22
cdc42	P19073	other	None	rga2	Q06407	other	None	4
cdc42	P19073	Small GTP-binding domain	IPR005225	spa2	P23201	other	None	16
cdc42	P19073	Small GTP-binding domain	IPR005225	spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	14
cdc42	P19073	Small GTP-binding domain	IPR005225	ste5	P32917	other	None	4
cdc42	P19073	Small GTP-binding domain	IPR005225	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	4
cla4	P48562	other	None	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	15
cla4	P48562	Protein kinase domain	IPR000719	bem1	P29366	PB1 domain	IPR000270	17
cla4	P48562	other	None	bem1	P29366	Phox homology	IPR001683	9
cla4	P48562	Protein kinase domain	IPR000719	bem1	P29366	Phox homology	IPR001683	12
cla4	P48562	Protein kinase domain	IPR000719	bem1	P29366	SH3 domain	IPR001452	8
cla4	P48562	Pleckstrin homology domain	IPR001849	bem1	P29366	other	None	8
cla4	P48562	Pleckstrin homology domain	IPR001849	bem1	P29366	SH3 domain	IPR001452	2
cla4	P48562	Protein kinase domain	IPR000719	bem1	P29366	other	None	4
cla4	P48562	other	None	bem1	P29366	other	None	12
cla4	P48562	other	None	bem1	P29366	SH3 domain	IPR001452	6
cla4	P48562	CRIB domain	IPR000095	bud1	P13856	Small GTP-binding domain	IPR005225	31
cla4	P48562	Protein kinase domain	IPR000719	bud1	P13856	Small GTP-binding domain	IPR005225	1
cla4	P48562	CRIB domain	IPR000095	bud1	P13856	other	None	1
cla4	P48562	Pleckstrin homology domain	IPR001849	bud1	P13856	Small GTP-binding domain	IPR005225	3
cla4	P48562	other	None	bud1	P13856	Small GTP-binding domain	IPR005225	20
cla4	P48562	other	None	bud1	P13856	other	None	7
cla4	P48562	Protein kinase domain	IPR000719	cdc24	P11433	Calponin homology domain	IPR001715	8
cla4	P48562	CRIB domain	IPR000095	cdc24	P11433	Calponin homology domain	IPR001715	4
cla4	P48562	CRIB domain	IPR000095	cdc24	P11433	Dbl homology (DH) domain	IPR000219	3
cla4	P48562	Pleckstrin homology domain	IPR001849	cdc24	P11433	PB1 domain	IPR000270	5
cla4	P48562	Protein kinase domain	IPR000719	cdc28	P00546	Protein kinase domain	IPR000719	16
cla4	P48562	Pleckstrin homology domain	IPR001849	cdc28	P00546	Protein kinase domain	IPR000719	5
cla4	P48562	other	None	cdc28	P00546	Protein kinase domain	IPR000719	1
cla4	P48562	Protein kinase domain	IPR000719	cla4	P48562	CRIB domain	IPR000095	12
cla4	P48562	CRIB domain	IPR000095	cla4	P48562	Protein kinase domain	IPR000719	11
cla4	P48562	Pleckstrin homology domain	IPR001849	cla4	P48562	Protein kinase domain	IPR000719	15
cla4	P48562	Protein kinase domain	IPR000719	cla4	P48562	Pleckstrin homology domain	IPR001849	14
cla4	P48562	Protein kinase domain	IPR000719	rax1	Q08760	RGS domain	IPR016137	1
cla4	P48562	CRIB domain	IPR000095	rax1	Q08760	RGS domain	IPR016137	3
cla4	P48562	Pleckstrin homology domain	IPR001849	rax1	Q08760	RGS domain	IPR016137	10
cla4	P48562	other	None	rax1	Q08760	RGS domain	IPR016137	1
cla4	P48562	CRIB domain	IPR000095	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	13
cla4	P48562	other	None	rga2	Q06407	Zinc finger, LIM-type	IPR001781	1
cla4	P48562	Protein kinase domain	IPR000719	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	9
cla4	P48562	Protein kinase domain	IPR000719	rga2	Q06407	Zinc finger, LIM-type	IPR001781	3
cla4	P48562	Protein kinase domain	IPR000719	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	1
nrp1	P32770	RNA recognition motif domain	IPR000504	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	22
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	16
nrp1	P32770	other	None	bem1	P29366	other	None	30
nrp1	P32770	other	None	bem1	P29366	SH3 domain	IPR001452	12
nrp1	P32770	RNA recognition motif domain	IPR000504	bem1	P29366	SH3 domain	IPR001452	9
nrp1	P32770	RNA recognition motif domain	IPR000504	bem1	P29366	other	None	12
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	bem1	P29366	other	None	2
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	bem1	P29366	SH3 domain	IPR001452	15
nrp1	P32770	RNA recognition motif domain	IPR000504	bem1	P29366	Phox homology	IPR001683	12
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	bud1	P13856	Small GTP-binding domain	IPR005225	10
nrp1	P32770	other	None	bud1	P13856	Small GTP-binding domain	IPR005225	6
nrp1	P32770	RNA recognition motif domain	IPR000504	bud1	P13856	Small GTP-binding domain	IPR005225	22
nrp1	P32770	RNA recognition motif domain	IPR000504	bud1	P13856	other	None	5
nrp1	P32770	other	None	bud1	P13856	other	None	5
nrp1	P32770	other	None	cdc24	P11433	other	None	8
nrp1	P32770	other	None	cdc24	P11433	PB1 domain	IPR000270	1
nrp1	P32770	RNA recognition motif domain	IPR000504	cdc24	P11433	other	None	14
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	cdc24	P11433	Calponin homology domain	IPR001715	3
nrp1	P32770	RNA recognition motif domain	IPR000504	cdc24	P11433	Calponin homology domain	IPR001715	6
nrp1	P32770	RNA recognition motif domain	IPR000504	cdc24	P11433	Dbl homology (DH) domain	IPR000219	5
nrp1	P32770	other	None	cdc28	P00546	Protein kinase domain	IPR000719	7
nrp1	P32770	RNA recognition motif domain	IPR000504	cdc28	P00546	Protein kinase domain	IPR000719	24
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	cdc28	P00546	Protein kinase domain	IPR000719	19
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	cla4	P48562	Protein kinase domain	IPR000719	27
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	cla4	P48562	other	None	1
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	cla4	P48562	CRIB domain	IPR000095	4
nrp1	P32770	RNA recognition motif domain	IPR000504	cla4	P48562	Protein kinase domain	IPR000719	4
nrp1	P32770	other	None	cla4	P48562	Protein kinase domain	IPR000719	12
nrp1	P32770	RNA recognition motif domain	IPR000504	cla4	P48562	Pleckstrin homology domain	IPR001849	8
nrp1	P32770	RNA recognition motif domain	IPR000504	nrp1	P32770	other	None	3
nrp1	P32770	other	None	nrp1	P32770	RNA recognition motif domain	IPR000504	3
nrp1	P32770	RNA recognition motif domain	IPR000504	nrp1	P32770	RNA recognition motif domain	IPR000504	15
nrp1	P32770	other	None	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	4
nrp1	P32770	RNA recognition motif domain	IPR000504	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	5
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	33
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	nrp1	P32770	other	None	4
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	nrp1	P32770	RNA recognition motif domain	IPR000504	6
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	rax1	Q08760	RGS domain	IPR016137	42
nrp1	P32770	other	None	rax1	Q08760	other	None	1
nrp1	P32770	other	None	rax1	Q08760	RGS domain	IPR016137	4
nrp1	P32770	RNA recognition motif domain	IPR000504	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	18
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	19
nrp1	P32770	RNA recognition motif domain	IPR000504	rga2	Q06407	other	None	11
nrp1	P32770	other	None	rga2	Q06407	other	None	13
nrp1	P32770	other	None	ste5	P32917	other	None	10
nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	ste5	P32917	other	None	6
nrp1	P32770	RNA recognition motif domain	IPR000504	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	6
nrp1	P32770	other	None	ste5	P32917	Protein Ste5, Fus3-binding domain	IPR021106	6
rax1	Q08760	RGS domain	IPR016137	bem1	P29366	other	None	5
rax1	Q08760	RGS domain	IPR016137	bem1	P29366	Phox homology	IPR001683	9
rax1	Q08760	RGS domain	IPR016137	bem1	P29366	SH3 domain	IPR001452	4
rax1	Q08760	RGS domain	IPR016137	cdc24	P11433	Calponin homology domain	IPR001715	3
rax1	Q08760	RGS domain	IPR016137	cdc24	P11433	other	None	6
rax1	Q08760	other	None	rax1	Q08760	other	None	5
rax1	Q08760	RGS domain	IPR016137	rax1	Q08760	RGS domain	IPR016137	13
rax1	Q08760	other	None	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	2
rax1	Q08760	RGS domain	IPR016137	rga2	Q06407	other	None	1
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	act1	P60010	Actin family	IPR004000	16
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	arp2	P32381	Actin family	IPR004000	9
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	arp3	P47117	Actin family	IPR004000	20
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	15
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	axl2	P38928	other	None	1
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	bem1	P29366	other	None	4
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	bem1	P29366	SH3 domain	IPR001452	6
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	bem1	P29366	Phox homology	IPR001683	17
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	bem3	P32873	other	None	13
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	bem3	P32873	Phox homology	IPR001683	3
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	bni1	P41832	Formin, FH3 domain	IPR010472	11
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	bni1	P41832	Formin, FH2 domain	IPR015425	9
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	cdc24	P11433	Calponin homology domain	IPR001715	11
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	cdc28	P00546	Protein kinase domain	IPR000719	16
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	cdc42	P19073	Small GTP-binding domain	IPR005225	53
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	cla4	P48562	Pleckstrin homology domain	IPR001849	38
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	cla4	P48562	Protein kinase domain	IPR000719	8
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	nrp1	P32770	RNA recognition motif domain	IPR000504	20
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	nrp1	P32770	other	None	3
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	7
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	rax1	Q08760	RGS domain	IPR016137	18
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	4
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	rga2	Q06407	Zinc finger, LIM-type	IPR001781	2
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	14
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	spa2	P23201	other	None	39
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	1
rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	ste5	P32917	other	None	6
rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	bud1	P13856	Small GTP-binding domain	IPR005225	9
rga2	Q06407	other	None	bud1	P13856	Small GTP-binding domain	IPR005225	20
rga2	Q06407	other	None	bud1	P13856	other	None	11
rga2	Q06407	Zinc finger, LIM-type	IPR001781	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	10
rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	35
rga2	Q06407	other	None	rga2	Q06407	other	None	45
rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	rga2	Q06407	Zinc finger, LIM-type	IPR001781	7
rho1	P06780	Small GTP-binding domain	IPR005225	act1	P60010	Actin family	IPR004000	10
rho1	P06780	Small GTP-binding domain	IPR005225	arp2	P32381	Actin family	IPR004000	9
rho1	P06780	Small GTP-binding domain	IPR005225	arp3	P47117	Actin family	IPR004000	14
rho1	P06780	Small GTP-binding domain	IPR005225	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	21
rho1	P06780	other	None	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	5
rho1	P06780	Small GTP-binding domain	IPR005225	bem1	P29366	SH3 domain	IPR001452	25
rho1	P06780	other	None	bem1	P29366	Phox homology	IPR001683	5
rho1	P06780	Small GTP-binding domain	IPR005225	bem1	P29366	other	None	17
rho1	P06780	other	None	bem1	P29366	other	None	3
rho1	P06780	Small GTP-binding domain	IPR005225	bem1	P29366	Phox homology	IPR001683	5
rho1	P06780	Small GTP-binding domain	IPR005225	bem3	P32873	Rho GTPase-activating protein domain	IPR000198	30
rho1	P06780	Small GTP-binding domain	IPR005225	bem3	P32873	Pleckstrin homology domain	IPR001849	13
rho1	P06780	Small GTP-binding domain	IPR005225	bni1	P41832	Formin, GTPase-binding domain	IPR010473	50
rho1	P06780	Small GTP-binding domain	IPR005225	bni1	P41832	Formin, FH3 domain	IPR010472	7
rho1	P06780	Small GTP-binding domain	IPR005225	bni1	P41832	Formin, FH2 domain	IPR015425	4
rho1	P06780	other	None	bni1	P41832	Formin, FH2 domain	IPR015425	3
rho1	P06780	Small GTP-binding domain	IPR005225	bud1	P13856	Small GTP-binding domain	IPR005225	8
rho1	P06780	Small GTP-binding domain	IPR005225	cdc24	P11433	other	None	9
rho1	P06780	Small GTP-binding domain	IPR005225	cdc24	P11433	Dbl homology (DH) domain	IPR000219	51
rho1	P06780	Small GTP-binding domain	IPR005225	cdc24	P11433	Pleckstrin homology domain	IPR001849	8
rho1	P06780	Small GTP-binding domain	IPR005225	cdc28	P00546	Protein kinase domain	IPR000719	22
rho1	P06780	Small GTP-binding domain	IPR005225	cdc42	P19073	Small GTP-binding domain	IPR005225	7
rho1	P06780	Small GTP-binding domain	IPR005225	cdc42	P19073	other	None	1
rho1	P06780	other	None	cla4	P48562	Pleckstrin homology domain	IPR001849	4
rho1	P06780	Small GTP-binding domain	IPR005225	cla4	P48562	Protein kinase domain	IPR000719	6
rho1	P06780	Small GTP-binding domain	IPR005225	cla4	P48562	CRIB domain	IPR000095	36
rho1	P06780	other	None	cla4	P48562	other	None	2
rho1	P06780	Small GTP-binding domain	IPR005225	cla4	P48562	other	None	8
rho1	P06780	other	None	cla4	P48562	CRIB domain	IPR000095	2
rho1	P06780	Small GTP-binding domain	IPR005225	nrp1	P32770	other	None	8
rho1	P06780	other	None	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	5
rho1	P06780	Small GTP-binding domain	IPR005225	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	7
rho1	P06780	Small GTP-binding domain	IPR005225	nrp1	P32770	RNA recognition motif domain	IPR000504	4
rho1	P06780	Small GTP-binding domain	IPR005225	rax1	Q08760	RGS domain	IPR016137	20
rho1	P06780	Small GTP-binding domain	IPR005225	rax1	Q08760	other	None	3
rho1	P06780	Small GTP-binding domain	IPR005225	rdi1	Q12434	Rho protein GDP-dissociation inhibitor	IPR000406	56
rho1	P06780	Small GTP-binding domain	IPR005225	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	38
rho1	P06780	Small GTP-binding domain	IPR005225	rga2	Q06407	Zinc finger, LIM-type	IPR001781	4
rho1	P06780	Small GTP-binding domain	IPR005225	rho1	P06780	Small GTP-binding domain	IPR005225	1
rho1	P06780	Small GTP-binding domain	IPR005225	spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	22
rho1	P06780	Small GTP-binding domain	IPR005225	spa2	P23201	other	None	19
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	5
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	1
spa2	P23201	other	None	axl2	P38928	Dystroglycan-type cadherin-like	IPR006644	11
spa2	P23201	other	None	bem1	P29366	SH3 domain	IPR001452	7
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	bem1	P29366	SH3 domain	IPR001452	1
spa2	P23201	other	None	bem1	P29366	Phox homology	IPR001683	10
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	bem3	P32873	Rho GTPase-activating protein domain	IPR000198	6
spa2	P23201	other	None	bem3	P32873	Rho GTPase-activating protein domain	IPR000198	7
spa2	P23201	other	None	bem3	P32873	other	None	28
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	bem3	P32873	Pleckstrin homology domain	IPR001849	2
spa2	P23201	other	None	bem3	P32873	Phox homology	IPR001683	2
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	bem3	P32873	Phox homology	IPR001683	10
spa2	P23201	other	None	bem3	P32873	Pleckstrin homology domain	IPR001849	2
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	bem3	P32873	other	None	3
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	bem3	P32873	other	None	19
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	bni1	P41832	other	None	35
spa2	P23201	other	None	bni1	P41832	other	None	36
spa2	P23201	other	None	bni1	P41832	Formin, FH2 domain	IPR015425	10
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	bni1	P41832	Formin, FH2 domain	IPR015425	3
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	bni1	P41832	other	None	61
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	bni1	P41832	Formin, FH2 domain	IPR015425	4
spa2	P23201	other	None	bud1	P13856	other	None	2
spa2	P23201	other	None	bud1	P13856	Small GTP-binding domain	IPR005225	16
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	bud1	P13856	Small GTP-binding domain	IPR005225	9
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	bud1	P13856	Small GTP-binding domain	IPR005225	2
spa2	P23201	other	None	cdc24	P11433	Calponin homology domain	IPR001715	3
spa2	P23201	other	None	cdc24	P11433	other	None	3
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	cdc24	P11433	other	None	25
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	cdc24	P11433	Calponin homology domain	IPR001715	2
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	cdc24	P11433	PB1 domain	IPR000270	9
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	cdc24	P11433	other	None	3
spa2	P23201	other	None	cdc24	P11433	PB1 domain	IPR000270	9
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	cdc28	P00546	Protein kinase domain	IPR000719	9
spa2	P23201	other	None	cdc28	P00546	Protein kinase domain	IPR000719	14
spa2	P23201	other	None	cla4	P48562	Pleckstrin homology domain	IPR001849	6
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	cla4	P48562	Pleckstrin homology domain	IPR001849	3
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	cla4	P48562	Pleckstrin homology domain	IPR001849	1
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	cla4	P48562	CRIB domain	IPR000095	1
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	cla4	P48562	Protein kinase domain	IPR000719	17
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	nrp1	P32770	other	None	5
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	nrp1	P32770	RNA recognition motif domain	IPR000504	14
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	1
spa2	P23201	other	None	nrp1	P32770	Zinc finger, RanBP2-type	IPR001876	7
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	nrp1	P32770	other	None	1
spa2	P23201	other	None	nrp1	P32770	other	None	1
spa2	P23201	other	None	rax1	Q08760	other	None	6
spa2	P23201	ARF GTPase-activating protein GIT1, C-terminal	IPR022018	rax1	Q08760	RGS domain	IPR016137	9
spa2	P23201	other	None	rax1	Q08760	RGS domain	IPR016137	3
spa2	P23201	other	None	rga2	Q06407	Rho GTPase-activating protein domain	IPR000198	6
spa2	P23201	GIT, Spa2 homology (SHD) domain	IPR013724	rga2	Q06407	other	None	20
spa2	P23201	other	None	rga2	Q06407	other	None	20
