Domain Accession	Domain name	Count	Proteins	Accession proteins	Enrichment Score	Ratio in Protein Set	Ratio in Yeast Set	Hypergeometric p-value
IPR048630	Sec8_M	1	['Sec8']	['P32855']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000727	T_SNARE_dom	3	['Sec9', 'Sec9', 'Spo20']	['P40357', 'P40357', 'Q04359']	6.71939586645469	0.013513513513513514	0.0020111203123151546	0.00925617475600896
IPR001623	DnaJ_domain	2	['Sis1', 'Ydj1']	['P25294', 'P25491']	3.6263406263406264	0.009009009009009009	0.002484325091683426	0.10408124876632582
IPR002939	DnaJ_C	2	['Sis1', 'Ydj1']	['P25294', 'P25491']	12.692192192192193	0.009009009009009009	0.0007098071690524074	0.009606178371543641
IPR002889	WSC_carb-bd	1	['Slg1']	['P54867']	9.519144144144144	0.0045045045045045045	0.0004732047793682716	0.10100223043975808
IPR046868	BAR_4	1	['Slm1']	['P40485']	9.519144144144144	0.0045045045045045045	0.0004732047793682716	0.10100223043975808
IPR013220	Mms22_budding_yeast	1	['Slm2']	['Q06164']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR018958	Knr4/Smi1-like_dom	1	['Smi1']	['P32566']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013896	SNF1_UBA	1	['Snf1']	['P06782']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR032270	AMPK_C	1	['Snf1']	['P06782']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013724	GIT_SHD	6	['Spa2', 'Spa2', 'Spa2', 'Spa2', 'Sph1', 'Sph1']	['P23201', 'P23201', 'P23201', 'P23201', 'Q06160', 'Q06160']	38.07657657657658	0.02702702702702703	0.0007098071690524074	3.07067524574698e-10
IPR022018	GIT1_C	1	['Spa2']	['P23201']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR013905	Lgl_C_dom	1	['Sro7']	['Q12038']	19.03828828828829	0.0045045045045045045	0.0002366023896841358	0.05183901810841586
IPR042050	BIP_NBD	1	['Ssd1']	['P16474']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029458	Ras-bd_By2	1	['Ste11']	['P23561']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR015898	G-protein_gamma-like_dom	1	['Ste18']	['P18852']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000366	GPCR_STE2	1	['Ste2']	['D6VTK4']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001499	GPCR_STE3	1	['Ste3']	['P06783']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001632	Gprotein_B	4	['Ste4', 'Ste4', 'Ste4', 'Ste4']	['P18851', 'P18851', 'P18851', 'P18851']	38.07657657657658	0.018018018018018018	0.0004732047793682716	4.633155493074517e-07
IPR021106	Ste5_Fus3-bd_dom	1	['Ste5']	['P32917']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR021651	Ste5_Fus-binding	1	['Ste5']	['P32917']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR000159	RA_dom	1	['Ste50']	['P25344']	19.03828828828829	0.0045045045045045045	0.0002366023896841358	0.05183901810841586
IPR015316	SAM_Ste50	1	['Ste50']	['P25344']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR034085	TOG	2	['Stu2', 'Stu2']	['P46675', 'P46675']	19.03828828828829	0.009009009009009009	0.0004732047793682716	0.003978650060965632
IPR048492	Stu2_CTS	1	['Stu2']	['P46675']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR001650	Helicase_C-like	1	['Sub2']	['Q07478']	0.481981981981982	0.0045045045045045045	0.009345794392523364	0.8790514911910126
IPR011545	DEAD/DEAH_box_helicase_dom	1	['Sub2']	['Q07478']	0.6564926995961479	0.0045045045045045045	0.006861469300839938	0.7875193781814126
IPR014014	RNA_helicase_DEAD_Q_motif	1	['Sub2']	['Q07478']	1.9038288288288288	0.0045045045045045045	0.002366023896841358	0.413090745815646
IPR009571	SUR7/Rim9-like_fungi	1	['Sur7']	['P54003']	3.8076576576576575	0.0045045045045045045	0.001183011948420679	0.2337774616140466
IPR001594	Palmitoyltrfase_DHHC	1	['Swf1']	['Q04629']	5.43951093951094	0.0045045045045045045	0.0008281083638944754	0.17002881675313702
IPR040822	Swi6_N	1	['Swi6']	['P09959']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR005062	SAC3/GANP/THP3_conserved	1	['Thp3']	['Q12049']	19.03828828828829	0.0045045045045045045	0.0002366023896841358	0.05183901810841586
IPR000403	PI3/4_kinase_cat_dom	1	['Tor2']	['P32600']	4.2307307307307305	0.0045045045045045045	0.0010647107535786111	0.21308889393199684
IPR003151	PIK-rel_kinase_FAT	1	['Tor2']	['P32600']	9.519144144144144	0.0045045045045045045	0.0004732047793682716	0.10100223043975808
IPR003152	FATC_dom	1	['Tor2']	['P32600']	9.519144144144144	0.0045045045045045045	0.0004732047793682716	0.10100223043975808
IPR009076	FRB_dom	1	['Tor2']	['P32600']	19.03828828828829	0.0045045045045045045	0.0002366023896841358	0.05183901810841586
IPR014009	PIK_FAT	1	['Tor2']	['P32600']	7.615315315315315	0.0045045045045045045	0.0005915059742103396	0.12462366550457386
IPR024585	mTOR_dom	1	['Tor2']	['P32600']	19.03828828828829	0.0045045045045045045	0.0002366023896841358	0.05183901810841586
IPR014805	SKG6/TOS2-like	2	['Tos2', 'Tos2']	['P50078', 'P50078']	25.384384384384386	0.009009009009009009	0.0003549035845262037	0.0020243836315553287
IPR000533	Tropomyosin	3	['Tpm1', 'Tpm1', 'Tpm2']	['P17536', 'P17536', 'P40414']	38.07657657657658	0.013513513513513514	0.0003549035845262037	1.7876787177086477e-05
IPR028267	Pianissimo_N	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029451	RICTOR_M	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029452	RICTOR_V	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR029453	Rictor_IV	1	['Tsc11']	['P40061']	38.07657657657658	0.0045045045045045045	0.0001183011948420679	0.02626286525463414
IPR003008	Tubulin_FtsZ_GTPase	3	['Tub1', 'Tub2', 'Tub3']	['P09733', 'P02557', 'P09734']	28.557432432432435	0.013513513513513514	0.0004732047793682716	7.011720205946046e-05
IPR018316	Tubulin/FtsZ_2-layer-sand-dom	3	['Tub1', 'Tub2', 'Tub3']	['P09733', 'P02557', 'P09734']	28.557432432432435	0.013513513513513514	0.0004732047793682716	7.011720205946046e-05
IPR002108	ADF-H	2	['Twf1', 'Twf1']	['P53250', 'P53250']	15.23063063063063	0.009009009009009009	0.0005915059742103396	0.0065164901916138634
IPR000594	ThiF_NAD_FAD-bd	1	['Uba4']	['P38820']	4.2307307307307305	0.0045045045045045045	0.0010647107535786111	0.21308889393199684
IPR001763	Rhodanese-like_dom	1	['Uba4']	['P38820']	3.461506961506961	0.0045045045045045045	0.001301313143262747	0.25392449507763276
IPR007365	TFR-like_dimer_dom	1	['Vps70']	['P47161']	12.692192192192193	0.0045045045045045045	0.0003549035845262037	0.07674633534777257
IPR007484	Peptidase_M28	1	['Vps70']	['P47161']	6.346096096096097	0.0045045045045045045	0.0007098071690524074	0.14762716292941458
IPR039198	Srl3/Whi5	1	['Whi5']	['Q12416']	19.03828828828829	0.0045045045045045045	0.0002366023896841358	0.05183901810841586
IPR001305	HSP_DnaJ_Cys-rich_dom	1	['Ydj1']	['P25491']	7.615315315315315	0.0045045045045045045	0.0005915059742103396	0.12462366550457386
IPR013941	ZDS1_C	2	['Zds1', 'Zds2']	['P50111', 'P54786']	38.07657657657658	0.009009009009009009	0.0002366023896841358	0.0006867124019559397
